id,rating,text,clean_text,suggested_tags,delivery_shipping,redemption_activation,product_quality,customer_service,refund_return,usability,value_price,fraud_scam,other,notes,annotation_status,annotator,annotated_at
giftcards_10023,1.0,"Have this as a gift a few months ago. The recipient tried to use it for Christmas this week and they declined it, said it was never activated. I am out $50 because the return deadline was months ago. When I received it I was concerned because it was not in good shape. Had been wrinkled up and was dirty. Amazon assured me the card was usable despite how it looked. Will never order a gift card from Amazon again.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10024,4.0,"I ordered 9 of these and a few were not very nice looking. The one picture was the worst. Bad creases, I’ll need to gift this one in a different envelope. Other than that it’s a great way to gift a gift card. They are a great size, the Amazon card inside looks so nice with the red smile logo. The gold and red on the envelope look great too. Overall these are great and I would recommend them and I will likely buy them again.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10025,5.0,"Got refund on a debit card?  Don't want to try to spend exactly $75 at the grocery store?  I turned one of those mail in rebate cards into amazon bucks so I wouldn't be left tossing out a card with $4, or letting it expire.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10026,4.0,good,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10027,4.0,Just good for gift for your friends,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10028,5.0,Price is good and very useful.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10029,2.0,:/,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1003,5.0,Sent quickly and in great shape.  I know she will be happy with this gift.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10030,5.0,"Got here, then was lost by gift recipient. I’m sure it would have been just as efficient as other GC otherwise! 😁",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10031,5.0,"My niece is a trend setting tween.  At 12 years old, she loves anything she can buy at Old Navy (her go to store) and the Gap.  She doesn't always have the funds for it, so this was a perfect way to give her options and help the fashionista in her keep on point.<br /><br />Being that she's a hip (yes i'm old) tweenster and her Aunt is old, I figured what better way to hook a girl up with an amazing Christmas present than to give her something she can use to pick out herself.  Worked like a charm!  I ended up buying two of these cards for a total of $50, she was thrilled that she can use them at more than just Old Navy.  Options work wonders I have found with 12 year olds.<br /><br />The cards came activated, complete with the receipt that shows they are live.  They, like any other card, fit perfectly into her new wallet.<br /><br />Anyhow, this girl went out shopping and has spent a portion of the money and i'm sure will spend more as the year progresses!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10032,5.0,thanks Amazon im glad i can use those random visa gift cards on Amazon.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10033,5.0,Very easy process to reload a gift card.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10034,5.0,Perfect gift for someone who loves shopping Amazon and very convenient as well. The gift card came the very next day. My student worker loved the gift.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10035,4.0,What a great way to use up a visa gift card I received as a birthday gift. It's always a hassle to remember to take it and charge the right amount. It was easy to sit at my computer to get some amazon credit instead.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10036,5.0,Fast and affective.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10037,5.0,good,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10038,5.0,great product,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10039,1.0,"I bought this $100.00 Master Card Gift Card for my wife's birthday. She was saving it for vacation, so today she went to use the card and it would not work. Zero balance is showing and she never used the card. The biggest rip off on AMAZON. Never again!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1004,5.0,This Amazon gift card is a great Christmas present.  Refillable - so no constantly changing card numbers when the old one expires.  It's Christmas made easy.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10040,1.0,"No, having to renter my entire credit card number just to to add $10 to my balance not convenient. If I can buy a #2300 camera lens without renering my credit card number I won't won't feel any less secure having to reenter a credit nuber for stinking $10 order. Screw it.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10041,5.0,I buy a ton of these really good easy to use,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10042,5.0,Buy them all the time. Love the decor on them.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10043,5.0,Love giving away these cards. Really easy to use everyone loves them the best part is the Bow and Decour,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10044,5.0,I bought this as a gift. Came packaged well and undamaged. Gift card was as described and for the amount purchased for. Highly recommend.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10045,5.0,Excellent!!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10046,5.0,Excellent!!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10047,5.0,Excellent!!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10048,5.0,It was a gift. She liked it.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10049,5.0,Nice~,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1005,5.0,"Came intact, very cute, used it as a gift tag for the real gift.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10050,5.0,"Item was exactly as described, and what I was looking for.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10051,5.0,as always super easy to reload,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10052,5.0,like to do online if possible,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10053,5.0,great,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10054,5.0,"Gift card came fully loaded, no issues at all. Have already used it once without problem.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10055,5.0,Nice to have assets when needed.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10056,5.0,The snowflake case was really cute!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10057,1.0,"I bought a brand new gift card and when I went to redeem it, it says, &#34;There was a problem processing your gift card. Please check the number and try again.&#34; I checked and double checked the numbers, it's right. When I called to rectify the situation, the automated system hung up on me stating that they have a high call volume, please call back. I wonder why they have such a high call volume? Maybe because their cards suck?? I tried again the next day. No luck. I've now been On Hold for 45 minutes waiting for a customer service rep. This is ridiculous. You shouldn't have to go through all this hassle to use a gift card. I'm with all the other reviewers. If I could give this review zero stars, I would.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10058,5.0,good,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10059,5.0,Works as it should. Getting the balance and setting a pin is somewhat tedious with the automated system.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1006,5.0,"As pictured, came undamaged :)",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10060,5.0,Fast and convenient. Easy to use.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10061,5.0,It's a gift card and received as depicted and worked as it should have.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10062,2.0,"I get it that this gift card can be loaded with various amounts, but like most gift cards there should be a way to make it clear the gift amount on the card or envelope.<br /><br />The envelope was damaged and I had to tape it up.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10063,5.0,"Great BBQ, like in Texas even when in Issaquha, Washington State<br />Great BBQ like when visiting relatives Texas, but with our cooler climate and the mountains of Washington nearby.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10064,5.0,There is a learning curve the first time using or purchasing this.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10065,5.0,"I didn't look closely at the product picture so I was expecting flat envelopes. These are little boxes which look great. The detail adds a nice touch to the ""boring"" gift card.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10066,5.0,Good,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10067,5.0,I purchased this and got money back!! Spend $100 and get $110 back. What is not to like about that? Easy to use and just a few buttons on your computer and you can do the same.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10068,5.0,looks very nice in a black box,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10069,3.0,it worked.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1007,5.0,I love the tin idea. My husband loves penguins so it added a bit of love and personalization to an Amazon card.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10070,1.0,"Requires manual check by amazon employee, sometimes they will put your account on lock for 2 hours for no reason, forcing you to change your password. Absolutely ridiculous",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10071,5.0,Good. Thanks,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10072,5.0,I love it.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10073,1.0,when i tried to redeem this gift card it said it was already redeemed on another account,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10074,5.0,Very simple to use.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10075,5.0,"When ever I receive credit card or amazon gift cards, it's easy to reload my account. Nice to have ""money in the bank"" when I need to purchase from Amazon.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10076,1.0,"I received the gift card three years ago, and have never gone to the movie theater since then. It is impossible to redeem at the box office, when you want to go to the movies. The rules are complex, no discounts for matinee and such. High fees. Limitations.<br />I used to go to the Theater, but now I don't go  because I have a card I cannot use, and feel it would be a waste to pay money when there is a gift card. I cannot regift the card, so they sole the money as far as I am concerned. I blame Amazon too. And they wonder why the theaters are failing? Going to the theater is an impulse buy. Do no do this to a friend. Millions of cards go unredeemed.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10077,5.0,none.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10078,5.0,great for a gift,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10079,5.0,It was cute,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1008,2.0,Refilled it for 10.00 off of the order.<br />It didn't work.  So 100.00 and 10.00 back. Not cool. I did speak to Amazon and they credited my account.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10080,5.0,Perfect gift for graduates!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10081,5.0,Giftable but hard to purchase.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10082,5.0,Great Gift!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10083,5.0,Great Gift!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10084,5.0,Great gift—can’t go wrong!!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10085,2.0,Nowhere I found to write a message.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10086,2.0,Nowhere I found to write a message.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10087,5.0,Great product!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10088,5.0,Always the perfect gift!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10089,5.0,Always the perfect gift!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1009,5.0,good,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10090,5.0,I LOVED IT,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10091,5.0,Perfect.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10092,5.0,A wonderful gift for my friends and neighbors 2nd year I have purchased this for Christmas gifts,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10093,2.0,I love gift cards but this particular form and the order that you do steps like recording the numbers is awkward.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10094,5.0,"This is the first place my husband took me to while we were dating. There menu is so diverse you can get any thing you want, but pull up their menu online before to make sure it's got something you'd like",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10095,5.0,These gift cards are a perfect gifts and cheesecake and a cup of coffee make the perfect afternoon delight,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10096,5.0,Nothing bad to say,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10097,5.0,A Christmas Angel group I belong to adopts a family or group of people each year to ensure they have a &#34;good&#34; Christmas. This year we have selected 5 teenage girls from a residential group home for treatment for sexual abuse/trauma and self harm. These gifts are a perfect addition to their Christmas gifts.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10098,1.0,The card numbers are Invalid and it cannot be returned or replaced. I guess I'm just out $.25.00,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10099,5.0,Great,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_101,5.0,first time purchasing a gift card through Amazon. Received in a timely manner for the correct amount.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1010,5.0,Amazon gave me 10% more credits when I purchased the $100 gift card online.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10100,5.0,comes with a cute pop up display - great for gifts!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10101,5.0,Spending the gift card on eBooks only saves time when the credit card statement comes.  Any returns or refunds are easy to track too.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10102,5.0,My 18 year old grand daughter loved this!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10103,5.0,I am sure the recipient will love this!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10104,5.0,As expected!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10105,5.0,The snowflake tin! Made for an extra special way to give the gift card at Christmas time.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10106,5.0,Love the snowman tin! Made for an extra special way to give the gift card at Christmas time.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10107,5.0,Works as it’s supposed to - purchased to give as individual $10 gifts,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10108,5.0,"Cute Tin! Great for any celebrations, for all ages!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10109,5.0,The receipt of a gift card is always great! Using Amazon's gift card was very easy and using it at check out was like using cash. Simple.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1011,5.0,Given as gift only complaint is that the fee is too high,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10110,5.0,"This gift card works properly, just remember to register online before using.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10111,5.0,"This is a great feature, it is so convient not to have to buy another card or email myself a gift card just to get more money in my balance.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10112,5.0,It's very easy and the Credit was reflected in my account in less than five minutes so I would say use this instead of using the codes on the other gift card to reload your balance,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10113,5.0,came fast and great gift!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10114,5.0,Cant go wrong with reloading.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10115,5.0,very nice way to give a gift!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10116,2.0,I was very disappointed in this order. I assumed I would get an e-mail with the information instead they still mailed the number which I had to enter into my account. I guess digital means no card but still mailed.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10117,5.0,Perfect gift for those who are unsure of what to order. Came in on time and the card was in mint condition... not bent or scratched at all!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10118,5.0,Good~~~,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10119,5.0,Was an easy and good process,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1012,5.0,Use at work excellent quality,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10120,5.0,Bueno,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10121,5.0,"these tins, for no extra charge, are cute.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10122,5.0,cute tin,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10123,5.0,cute tin,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10124,5.0,Excelente..,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10125,5.0,good,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10126,5.0,Loved the presentation of it,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10127,5.0,Hi! Love gift card,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10128,5.0,I mean it’s a gift card . What’s not to like,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10129,5.0,"I have three children, one of which can't aim it in the toilet, and a never ending pile of laundry.<br />I would give coffee from a gas station 5 stars.<br />And yes, I got an extra shot of espresso.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1013,5.0,Bought gift cards for helpful teachers at the end of the year.  The pineapple gift card holder added to the start of summer fun!  Pretty and unique!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10130,5.0,me too thanks,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10131,5.0,"Cool pop up box, nice fun way to present your gift card :)",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10132,5.0,great,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10133,5.0,"GREAT Gift Idea and much better than just handing someone a gift card. Comes in a Nice, Attractive Gift Box. And is Absolutely EASY TO USE, with no difficulties. Not to mention, there is a Large Selection of Gift Card Packaging options available!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10134,5.0,😀,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10135,5.0,😀,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10136,5.0,One can't go wrong with gift cards.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10137,5.0,Quick and easy,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10138,1.0,I’m not understanding how all I see is reviews of how this gift card doesn’t work... but they almost have a 5 star rating... that is very misleading!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10139,5.0,"Overnighted via UPS, gorgeous, all sealed in plastic, glitter envelope and the gift card come out like a present. Really nice, and will buy again when time come.  Great gift!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1014,2.0,Unsure how to use. Feel like I wasted my money,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10140,5.0,Watch how you reload your card because it'll make you purchase a another amount. I reloaded the card that I've got and it charged me for $ 150.00 as a reload amount when I only loaded $ 50.00 to my gift card that I've already got.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10141,5.0,Got the men this for Christmas! Got in two days and already used! I didn't even have to go out to a store !  Yay!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10142,5.0,Boxed very cute and who doesn’t like free Amazon $$$,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10143,2.0,I've never had or received the Amazon gift card.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10144,5.0,Wanted the free $10!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10145,5.0,"You can go anywhere and buy a gift card, but for no extra charge they give you a gift box, much nicer than what you can get at the grocery store, I buy all my gift cards from amazon when possible they give you that extra perk.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10146,5.0,Arrived lightening quick.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10147,5.0,Money Money Money to spend :D,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10148,5.0,gift,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10149,5.0,love the free $10 promo on $100 reload...,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1015,5.0,This gift card was appreciated and well used by my brother and sister in law this past Christmas as it was their gift.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10150,5.0,"Haha, this is funny that I get to review my Amazon Gift Card.  So this is my re-loadable gift card for all my Amazon purchases.  I don't know about anyone else but I hate all the little charges that come up on my account for Amazon.  It is nice that they don't charge till it ships but each product coming out one by one by one!  Sometimes it is confusing, because I remember the full purchase of everything in my order and not the individual prices.  So I have to go back and look and see,  I have to be sure someone didn't get a hold of my card again, it has happened in the past!<br /><br />So here is a solution I found.  Just put one charge on my card for a gift card.  It gets loaded right to my account and I can reload it when I need to.  So no more little charges here and there adding up on my statement.  Easy.  So if that part of shopping with Amazon annoys you like it did me, here is a solution that will keep you shopping happy.  I am just surprised that it is on my list of items to review!!!  It tickles me to see it here, but hey maybe this will help someone else. :)",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10151,5.0,$5.00 +,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10152,5.0,Amazon is Amazing<br />Thanks<br /><br />Juan Rodríguez Feo,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10153,5.0,good,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10154,5.0,excelente,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10155,5.0,Not much to say about it. Would highly recommend,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10156,5.0,What could go wrong with a gift card?,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10157,5.0,all perfect,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10158,5.0,all was perfect,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10159,5.0,excellent.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1016,5.0,I buy many gift cards through Amazon and never had a problem with any of them.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10160,5.0,Can't go wrong with a gift card,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10161,5.0,"Useful as hell, love it.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10162,5.0,Cute case for card,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10163,5.0,great gift,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10164,3.0,i can buy two or three thousand dollar product without my card number having t be put in.  but if i want to add one hundred dollars to my account i have to put in my card number.  don't make sense to me.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10165,2.0,"I ordered four of these----and three were neatly wrapped in plastic, and whole.  Cute Santa and all.  One of the giftcards was loose, however, not in one of the little plastic baggies the others came in, and was missing the Santa altogether.  Somehow it's not the same, when it's just a chimney with lights on it. AND there are no envelopes to put them in.  I guess I assumed they would include an envelope.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10166,5.0,The better anf fast way to save my Cadivi electronic quota from Venezuela!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10167,5.0,"I figured this would be a great way for keeping my cupboard full on those lowly pot lock days. So to keep a great meal on the table always, i decided to buy a Gift Card with every paycheck so we won't run out f the things we love and need.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10168,5.0,Love using these,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10169,5.0,I got $5.00 for reloading a minimum of $100.<br />Can't go wrong with that offer.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1017,5.0,"What can I say, love Boston Market.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10170,5.0,Good for save your money if you have problems like us in Venezuela,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10171,5.0,Best coffee ever,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10172,5.0,Eat fresh,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10173,5.0,Got here quickly and worked,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10174,5.0,Worked,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10175,5.0,Love burger king,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10176,5.0,Decent delivery speed and everyone loves panera,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10177,2.0,One card did not have any value to it,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10178,3.0,good job,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_10179,5.0,gracias,,,0,0,0,0,0,0,0,0,0,,pending,,
