id,rating,text,clean_text,suggested_tags,delivery_shipping,redemption_activation,product_quality,customer_service,refund_return,usability,value_price,fraud_scam,other,notes,annotation_status,annotator,annotated_at
giftcards_10018,1.0,When I loaded the card it went to my account instead of the card. It was supposed to be a gift.,when i loaded the card it went to my account instead of the card it was supposed to be a gift,other,0,0,0,0,0,1,0,0,0,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-23T04:28:10Z
giftcards_10019,5.0,good one,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-20T11:24:38Z
giftcards_1002,4.0,great pancakes,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10020,5.0,Reloaded my gift card balance. Simple and easy,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10021,5.0,Mom enjoyed the shopping trip,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-21T14:37:13Z
giftcards_10022,5.0,Save some money for the first time. If more that should be better,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10023,1.0,"Have this as a gift a few months ago. The recipient tried to use it for Christmas this week and they declined it, said it was never activated. I am out $50 because the return deadline was months ago. When I received it I was concerned because it was not in good shape. Had been wrinkled up and was dirty. Amazon assured me the card was usable despite how it looked. Will never order a gift card from Amazon again.",have this as a gift a few months ago the recipient tried to use it for christmas this week and they declined it said it was never NOT_activated i am out 50 because the return deadline was months ago when i received it i was concerned because it was not NOT_in NOT_good NOT_shape had been wrinkled up and was dirty amazon assured me the card was usable despite how it looked will never NOT_order NOT_a NOT_gift card from amazon again,other,1,1,0,0,1,0,0,0,0,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T08:23:05Z
giftcards_10024,4.0,"I ordered 9 of these and a few were not very nice looking. The one picture was the worst. Bad creases, I’ll need to gift this one in a different envelope. Other than that it’s a great way to gift a gift card. They are a great size, the Amazon card inside looks so nice with the red smile logo. The gold and red on the envelope look great too. Overall these are great and I would recommend them and I will likely buy them again.",,,0,0,1,0,0,0,0,0,0,,reviewed,,2026-02-21T03:26:13Z
giftcards_10025,5.0,"Got refund on a debit card?  Don't want to try to spend exactly $75 at the grocery store?  I turned one of those mail in rebate cards into amazon bucks so I wouldn't be left tossing out a card with $4, or letting it expire.",,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10027,4.0,Just good for gift for your friends,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10029,2.0,:/,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10030,5.0,"Got here, then was lost by gift recipient. I’m sure it would have been just as efficient as other GC otherwise! 😁",got here then was lost by gift recipient i m sure it would have been just as efficient as other gc otherwise,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T15:57:45Z
giftcards_10034,5.0,Perfect gift for someone who loves shopping Amazon and very convenient as well. The gift card came the very next day. My student worker loved the gift.,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10035,4.0,What a great way to use up a visa gift card I received as a birthday gift. It's always a hassle to remember to take it and charge the right amount. It was easy to sit at my computer to get some amazon credit instead.,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10037,5.0,good,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10038,5.0,great product,,,0,0,1,0,0,0,0,0,0,,pending,,
giftcards_10039,1.0,"I bought this $100.00 Master Card Gift Card for my wife's birthday. She was saving it for vacation, so today she went to use the card and it would not work. Zero balance is showing and she never used the card. The biggest rip off on AMAZON. Never again!",i bought this 100 00 master card gift card for my wife s birthday she was saving it for vacation so today she went to use the card and it would not NOT_work zero balance is showing and she never NOT_used NOT_the NOT_card the biggest rip off on amazon never NOT_again,other,0,1,0,0,0,0,0,1,0,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T16:28:04Z
giftcards_10041,5.0,I buy a ton of these really good easy to use,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10042,5.0,Buy them all the time. Love the decor on them.,buy them all the time love the decor on them,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T09:27:54Z
giftcards_10044,5.0,I bought this as a gift. Came packaged well and undamaged. Gift card was as described and for the amount purchased for. Highly recommend.,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10045,5.0,Excellent!!,excellent,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T08:40:35Z
giftcards_10046,5.0,Excellent!!,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_1005,5.0,"Came intact, very cute, used it as a gift tag for the real gift.",,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10050,5.0,"Item was exactly as described, and what I was looking for.",,,0,0,1,0,0,0,0,0,0,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10052,5.0,like to do online if possible,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10054,5.0,"Gift card came fully loaded, no issues at all. Have already used it once without problem.",,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10056,5.0,The snowflake case was really cute!,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10059,5.0,Works as it should. Getting the balance and setting a pin is somewhat tedious with the automated system.,works as it should getting the balance and setting a pin is somewhat tedious with the automated system,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T16:14:00Z
giftcards_1006,5.0,"As pictured, came undamaged :)",,,0,0,1,0,0,0,0,0,0,,reviewed,,2026-02-22T13:38:28Z
giftcards_10061,5.0,It's a gift card and received as depicted and worked as it should have.,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10062,2.0,"I get it that this gift card can be loaded with various amounts, but like most gift cards there should be a way to make it clear the gift amount on the card or envelope.<br /><br />The envelope was damaged and I had to tape it up.",,,0,0,1,0,0,0,1,0,0,,reviewed,,2026-02-21T14:21:20Z
giftcards_10063,5.0,"Great BBQ, like in Texas even when in Issaquha, Washington State<br />Great BBQ like when visiting relatives Texas, but with our cooler climate and the mountains of Washington nearby.",great bbq like in texas even when in issaquha washington state br great bbq like when visiting relatives texas but with our cooler climate and the mountains of washington nearby,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-23T04:37:18Z
giftcards_10064,5.0,There is a learning curve the first time using or purchasing this.,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10065,5.0,"I didn't look closely at the product picture so I was expecting flat envelopes. These are little boxes which look great. The detail adds a nice touch to the ""boring"" gift card.",,,0,0,1,0,0,0,0,0,0,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10066,5.0,Good,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10067,5.0,I purchased this and got money back!! Spend $100 and get $110 back. What is not to like about that? Easy to use and just a few buttons on your computer and you can do the same.,,,0,0,0,0,0,1,1,0,0,,reviewed,,2026-02-20T01:53:28Z
giftcards_10068,5.0,looks very nice in a black box,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10069,3.0,it worked.,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10071,5.0,Good. Thanks,good thanks,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-23T06:26:41Z
giftcards_10073,1.0,when i tried to redeem this gift card it said it was already redeemed on another account,,,0,1,0,0,0,0,0,0,0,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10075,5.0,"When ever I receive credit card or amazon gift cards, it's easy to reload my account. Nice to have ""money in the bank"" when I need to purchase from Amazon.",when ever i receive credit card or amazon gift cards it s easy to reload my account nice to have money in the bank when i need to purchase from amazon,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T07:27:59Z
giftcards_10076,1.0,"I received the gift card three years ago, and have never gone to the movie theater since then. It is impossible to redeem at the box office, when you want to go to the movies. The rules are complex, no discounts for matinee and such. High fees. Limitations.<br />I used to go to the Theater, but now I don't go  because I have a card I cannot use, and feel it would be a waste to pay money when there is a gift card. I cannot regift the card, so they sole the money as far as I am concerned. I blame Amazon too. And they wonder why the theaters are failing? Going to the theater is an impulse buy. Do no do this to a friend. Millions of cards go unredeemed.",,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10079,5.0,It was cute,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_1008,2.0,Refilled it for 10.00 off of the order.<br />It didn't work.  So 100.00 and 10.00 back. Not cool. I did speak to Amazon and they credited my account.,,,0,1,0,0,0,0,0,0,0,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10080,5.0,Perfect gift for graduates!,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10084,5.0,Great gift—can’t go wrong!!,great gift can t go wrong,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T16:08:53Z
giftcards_10086,2.0,Nowhere I found to write a message.,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-21T01:45:03Z
giftcards_10087,5.0,Great product!,great product,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T04:38:36Z
giftcards_10089,5.0,Always the perfect gift!,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_1009,5.0,good,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-22T15:09:07Z
giftcards_10090,5.0,I LOVED IT,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-21T15:01:44Z
giftcards_10091,5.0,Perfect.,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10092,5.0,A wonderful gift for my friends and neighbors 2nd year I have purchased this for Christmas gifts,a wonderful gift for my friends and neighbors 2nd year i have purchased this for christmas gifts,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T15:58:20Z
giftcards_10094,5.0,"This is the first place my husband took me to while we were dating. There menu is so diverse you can get any thing you want, but pull up their menu online before to make sure it's got something you'd like",,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-22T15:17:04Z
giftcards_10095,5.0,These gift cards are a perfect gifts and cheesecake and a cup of coffee make the perfect afternoon delight,,,0,0,0,0,0,0,1,0,0,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10098,1.0,The card numbers are Invalid and it cannot be returned or replaced. I guess I'm just out $.25.00,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10099,5.0,Great,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_101,5.0,first time purchasing a gift card through Amazon. Received in a timely manner for the correct amount.,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_1010,5.0,Amazon gave me 10% more credits when I purchased the $100 gift card online.,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10100,5.0,comes with a cute pop up display - great for gifts!,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-21T02:44:05Z
giftcards_10101,5.0,Spending the gift card on eBooks only saves time when the credit card statement comes.  Any returns or refunds are easy to track too.,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10103,5.0,I am sure the recipient will love this!,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10104,5.0,As expected!,,,0,0,1,0,0,0,0,0,0,,reviewed,,2026-02-23T03:02:53Z
giftcards_10105,5.0,The snowflake tin! Made for an extra special way to give the gift card at Christmas time.,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-22T13:26:49Z
giftcards_10108,5.0,"Cute Tin! Great for any celebrations, for all ages!",,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10109,5.0,The receipt of a gift card is always great! Using Amazon's gift card was very easy and using it at check out was like using cash. Simple.,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-21T03:25:17Z
giftcards_1011,5.0,Given as gift only complaint is that the fee is too high,,,0,0,0,0,0,0,1,0,1,,reviewed,,2026-02-23T02:16:59Z
giftcards_10111,5.0,"This is a great feature, it is so convient not to have to buy another card or email myself a gift card just to get more money in my balance.",,,1,0,0,0,0,0,0,0,0,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10113,5.0,came fast and great gift!,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10114,5.0,Cant go wrong with reloading.,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-22T15:06:11Z
giftcards_10116,2.0,I was very disappointed in this order. I assumed I would get an e-mail with the information instead they still mailed the number which I had to enter into my account. I guess digital means no card but still mailed.,,,1,0,0,0,0,0,0,0,0,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10117,5.0,Perfect gift for those who are unsure of what to order. Came in on time and the card was in mint condition... not bent or scratched at all!,,,0,0,1,0,0,0,0,0,0,,pending,,
giftcards_10118,5.0,Good~~~,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10119,5.0,Was an easy and good process,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_1012,5.0,Use at work excellent quality,,,0,0,1,0,0,0,0,0,0,,pending,,
giftcards_10120,5.0,Bueno,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10121,5.0,"these tins, for no extra charge, are cute.",,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10122,5.0,cute tin,cute tin,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T09:12:40Z
giftcards_10124,5.0,Excelente..,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10125,5.0,good,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10126,5.0,Loved the presentation of it,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10127,5.0,Hi! Love gift card,hi love gift card,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-23T03:26:43Z
giftcards_10128,5.0,I mean it’s a gift card . What’s not to like,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-22T04:56:37Z
giftcards_10130,5.0,me too thanks,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-22T04:02:25Z
giftcards_10131,5.0,"Cool pop up box, nice fun way to present your gift card :)",,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-21T01:53:53Z
giftcards_10132,5.0,great,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10133,5.0,"GREAT Gift Idea and much better than just handing someone a gift card. Comes in a Nice, Attractive Gift Box. And is Absolutely EASY TO USE, with no difficulties. Not to mention, there is a Large Selection of Gift Card Packaging options available!",,,0,0,1,0,0,1,0,0,0,,pending,,
giftcards_10134,5.0,😀,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-23T02:16:35Z
giftcards_10137,5.0,Quick and easy,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10138,1.0,I’m not understanding how all I see is reviews of how this gift card doesn’t work... but they almost have a 5 star rating... that is very misleading!,,,0,1,1,0,0,0,0,0,0,,reviewed,,2026-02-21T14:34:27Z
giftcards_10139,5.0,"Overnighted via UPS, gorgeous, all sealed in plastic, glitter envelope and the gift card come out like a present. Really nice, and will buy again when time come.  Great gift!",,,1,0,0,0,0,0,0,0,0,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_1014,2.0,Unsure how to use. Feel like I wasted my money,,,0,0,0,0,0,0,1,0,0,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10140,5.0,Watch how you reload your card because it'll make you purchase a another amount. I reloaded the card that I've got and it charged me for $ 150.00 as a reload amount when I only loaded $ 50.00 to my gift card that I've already got.,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10141,5.0,Got the men this for Christmas! Got in two days and already used! I didn't even have to go out to a store !  Yay!,,,1,0,0,0,0,0,0,0,0,,reviewed,,2026-02-20T02:30:31Z
giftcards_10143,2.0,I've never had or received the Amazon gift card.,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10144,5.0,Wanted the free $10!,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10146,5.0,Arrived lightening quick.,arrived lightening quick,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T07:51:51Z
giftcards_10149,5.0,love the free $10 promo on $100 reload...,,,0,0,0,0,1,0,0,0,1,,reviewed,,2026-02-21T13:56:55Z
giftcards_10151,5.0,$5.00 +,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10152,5.0,Amazon is Amazing<br />Thanks<br /><br />Juan Rodríguez Feo,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10153,5.0,good,,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-22T15:21:15Z
giftcards_10154,5.0,excelente,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10156,5.0,What could go wrong with a gift card?,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10157,5.0,all perfect,all perfect,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-23T04:16:44Z
giftcards_10158,5.0,all was perfect,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10159,5.0,excellent.,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10162,5.0,Cute case for card,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10163,5.0,great gift,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10164,3.0,i can buy two or three thousand dollar product without my card number having t be put in.  but if i want to add one hundred dollars to my account i have to put in my card number.  don't make sense to me.,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10165,2.0,"I ordered four of these----and three were neatly wrapped in plastic, and whole.  Cute Santa and all.  One of the giftcards was loose, however, not in one of the little plastic baggies the others came in, and was missing the Santa altogether.  Somehow it's not the same, when it's just a chimney with lights on it. AND there are no envelopes to put them in.  I guess I assumed they would include an envelope.",,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10166,5.0,The better anf fast way to save my Cadivi electronic quota from Venezuela!,the better anf fast way to save my cadivi electronic quota from venezuela,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T04:37:02Z
giftcards_10168,5.0,Love using these,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_1017,5.0,"What can I say, love Boston Market.",,,0,0,0,0,0,0,0,0,1,,reviewed,,2026-02-21T03:20:25Z
giftcards_10171,5.0,Best coffee ever,,,0,0,0,0,0,0,1,0,0,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10174,5.0,Worked,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10175,5.0,Love burger king,love burger king,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-23T04:12:59Z
giftcards_10182,5.0,Satisfied,satisfied,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T04:08:52Z
giftcards_10185,5.0,Satisfied,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10186,5.0,Satisfied,satisfied,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-23T04:31:29Z
giftcards_10187,1.0,"Purchased 2 of these as gifts. The PIN on the rear was not properly activated by Amazon, according to Spotify. This caused the redemption process to fail at Spotify's portal. The only resolution from Amazon was to void the order and refund the cost. In the future, I will purchase giftcards at a local store versus here.",,,0,1,0,0,1,0,0,0,0,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10189,5.0,Excellent,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10191,5.0,exselante,exselante,other,0,0,0,0,0,0,0,0,1,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-22T04:52:33Z
giftcards_10192,1.0,It is Impossible to &#34;Reload Your Balance!&#34; on &#34;Amazon.com Gift Card Balance Reload.&#34;<br />It keeps saying &#34;Credit card number does not match&#34; I have triple checked my credit card number and it still gets rejected. So much for &#34;reload Your Balance&#34;! Why reload if you cannot do it without a hassle. Amazon.com Gift Card Reload is unusable. Unacceptable. hollidayp1 160705,,,0,1,0,0,0,0,0,0,0,,pending,,
giftcards_10193,5.0,good,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10194,1.0,Needed to buy something and pay with 2 cards which Amazon doesn't give me the option so I emptied one onto a gift card so I could use gift card and the other card. After that process ended up not buying the item and got stuck with the card and now I'm stuck with an Amazon gift card which I'll use but I need the cash not a gift card even though I'll easily spend it here just a heads up,needed to buy something and pay with 2 cards which amazon doesn t give me the option so i emptied one onto a gift card so i could use gift card and the other card after that process ended up not NOT_buying NOT_the NOT_item and got stuck with the card and now i m stuck with an amazon gift card which i ll use but i need the cash not NOT_a NOT_gift NOT_card even though i ll easily spend it here just a heads up,other,0,1,0,0,0,1,0,0,0,AUTO_DRAFT_REVIEW_REQUIRED,reviewed,,2026-02-23T04:23:20Z
giftcards_10196,1.0,Bad news with the latest upgrade the 2% on $100 reloads is gone! This should've been called a downgrade as all it did was take away the ease of using the app. Change is not good in this case.,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10198,1.0,"This is awful.  It was so easy before and now the advantages have gone away.  AWFUL, AWFUL, AWFUL.",,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10199,5.0,"First of all .. Amazon is hands down the best on-line shopping site available.  It isn't just that their inventory is massive (electronic books to food items to toys to clothes to outdoor items .. etc.) but their customer service rocks!  Any time I have had a problem (which is rare) this company has done more than expected to make it right.  This gift card was a Christmas gift from my parents to my son.  When he received it he went on-line, picked out what he wanted, showed me, redeemed the gift card and he had his items about a week later.  Easy peasy.  It was the perfect gift.<br /><br />Teri",,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_102,5.0,good,,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_1020,5.0,"Each year we get a family member an Amazon or Kindle card. As she has grown up, it went from Kindle branded to Amazon branded - now she wants her own Amazon Prime account at 17 ; /  Anyway, I rate this 5 stars because she can use it for anything she wants through Amazon, but Amazon will need to update its stock of tins or next year a star knocked off for not updating or refreshing its designs. I want to give the Amazon tin instead of email or print because it eludes to a personal touch (even if all done from my laptop). We've given every available tin and next year will hope for a new design. (Yes, carbon footprint exists with giving physical cards, but darn it we're old fashioned when it comes to Christmas!). Always a winner!",,,0,0,0,0,0,0,0,0,1,,pending,,
giftcards_10200,5.0,I received two Amazon gift cards for Christmas.  One from my son and daughter-in-law and another one from my friend.  This is the greatest way to shop. It's very easy to register the gift cards and once it's set up all you have to do is shop!!!!!!!  The gift card is automatically charged.  It's the perfect give to give someone.,,,0,0,0,0,0,0,0,0,1,AUTO_RULE_LABELED,reviewed,auto_rule_v1,2026-02-22T02:52:07Z
giftcards_10201,5.0,Awesome and amazing delivery time.,,,0,0,0,0,0,0,0,0,1,,pending,,
